"Nr okręgu";"Nr listy";"Pozycja na liście";"Nazwisko i imiona";"Nazwa komitetu";"Płeć";"Zawód";"Miejsce zamieszkania";"TERYT m. z.";"Gmina m. z.";"Przynależność do partii";"Poparcie";"Liczba głosów";"Procent głosów oddanych na listę";"Procent głosów oddanych w okręgu";"Czy uzyskał mandat"
1;6;10;"Marzena ZAWISZA";"KOALICYJNY KOMITET WYBORCZY LEWICA";"Kobieta";"nauczyciel";"Malbork";"220901";"m. Malbork";"członek partii politycznej: Nowa Lewica";"";1703;"4,93";"0,23";"Nie"
1;7;1;"Anna Elżbieta FOTYGA";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Kobieta";"ekonomista";"Gdańsk";"226101";"m. Gdańsk";"członek partii politycznej: Prawo i Sprawiedliwość";"";57647;"27,63";"7,75";"Nie"
1;7;2;"Jarosław Daniel SELLIN";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"poseł na Sejm RP";"Warszawa";"146516";"Wilanów";"członek partii politycznej: Prawo i Sprawiedliwość";"";30098;"14,42";"4,05";"Nie"
1;7;3;"Kazimierz SMOLIŃSKI";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"adwokat";"Tczew";"221401";"m. Tczew";"członek partii politycznej: Prawo i Sprawiedliwość";"";10012;"4,80";"1,35";"Nie"
1;7;4;"Piotr Józef MÜLLER";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"prawnik";"Słupsk";"226301";"m. Słupsk";"członek partii politycznej: Prawo i Sprawiedliwość";"";62330;"29,87";"8,38";"Tak"
1;7;5;"Dorota Irvina ARCISZEWSKA-MIELEWCZYK";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Kobieta";"ekonomista";"Gdynia";"226201";"m. Gdynia";"członek partii politycznej: Prawo i Sprawiedliwość";"";4507;"2,16";"0,61";"Nie"
1;7;6;"Marcin Michał HORAŁA";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"prawnik";"Gdynia";"226201";"m. Gdynia";"członek partii politycznej: Prawo i Sprawiedliwość";"";34075;"16,33";"4,58";"Nie"
1;7;7;"Hanna FOLTYN-KUBICKA";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Kobieta";"filolog germański";"Babidół";"220403";"gm. Kolbudy";"członek partii politycznej: Prawo i Sprawiedliwość";"";871;"0,42";"0,12";"Nie"
1;7;8;"Dariusz DRELICH";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"ekonomista";"Lublewo Gdańskie";"220403";"gm. Kolbudy";"członek partii politycznej: Prawo i Sprawiedliwość";"";2813;"1,35";"0,38";"Nie"
1;7;9;"Sylwia Anna WIŚNIEWSKA";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Kobieta";"architekt krajobrazu";"Krąg";"221312";"gm. Starogard Gdański";"członek partii politycznej: Prawo i Sprawiedliwość";"";3722;"1,78";"0,50";"Nie"
1;7;10;"Tomasz Jędrzej RAKOWSKI";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"informatyk";"Gdańsk";"226101";"m. Gdańsk";"członek partii politycznej: Prawo i Sprawiedliwość";"";2601;"1,25";"0,35";"Nie"
2;1;1;"Ryszard Jakub BOBER";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"rolnik";"Jabłonowo-Zamek";"040207";"gm. Jabłonowo Pomorskie";"członek partii politycznej: Polskie Stronnictwo Ludowe";"";11230;"25,83";"2,06";"Nie"
2;1;2;"Norbert Jerzy PIETRYKOWSKI";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"przedsiębiorca";"Bydgoszcz";"046101";"m. Bydgoszcz";"członek partii politycznej: Polska 2050 Szymona Hołowni";"";5666;"13,03";"1,04";"Nie"
2;1;3;"Agnieszka Maria KŁOPOTEK";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"poseł na Sejm RP";"Śliwice";"041605";"gm. Śliwice";"członek partii politycznej: Polskie Stronnictwo Ludowe";"";7275;"16,73";"1,34";"Nie"
2;1;4;"Marcin Seweryn SKONIECZKA";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"poseł na Sejm RP";"Wieldządz";"041704";"gm. Płużnica";"członek partii politycznej: Polska 2050 Szymona Hołowni";"";3959;"9,10";"0,73";"Nie"
2;1;5;"Aneta JĘDRZEJEWSKA";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"pracownik samorządowy";"Borek";"040806";"gm. Lipno";"członek partii politycznej: Polskie Stronnictwo Ludowe";"";5873;"13,51";"1,08";"Nie"
2;1;6;"Michał Mikołaj KONIUCH";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"pracownik administracji rządowej";"Białystok";"206101";"m. Białystok";"członek partii politycznej: Polska 2050 Szymona Hołowni";"";391;"0,90";"0,07";"Nie"
2;1;7;"Dariusz KURZAWA";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"pracownik samorządowy";"Rzeszynek";"040902";"gm. Jeziora Wielkie";"członek partii politycznej: Polskie Stronnictwo Ludowe";"";2928;"6,73";"0,54";"Nie"
2;1;8;"Żaneta Maria GŁOWACKA";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"księgowa";"Barcin-Wieś";"041901";"gm. Barcin";"członek partii politycznej: Polska 2050 Szymona Hołowni";"";1323;"3,04";"0,24";"Nie"
2;1;9;"Joanna Maria MICHALSKA";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"dyrektor marketingu";"Toruń";"046301";"m. Toruń";"członek partii politycznej: Polska 2050 Szymona Hołowni";"";1381;"3,18";"0,25";"Nie"
2;1;10;"Zbigniew SOSNOWSKI";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"poseł na Sejm RP";"Świedziebnia";"040209";"gm. Świedziebnia";"członek partii politycznej: Polskie Stronnictwo Ludowe";"";3456;"7,95";"0,63";"Nie"
2;2;1;"Sławomir OZDYK";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"specjalista do spraw bezpieczeństwa wewnętrznego";"Nakło nad Notecią";"041003";"gm. Nakło nad Notecią";"członek partii politycznej: Konfederacja Korony Polskiej";"";17820;"31,94";"3,27";"Nie"
2;2;2;"Tomasz Jacek MENTZEN";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"przedsiębiorca";"Toruń";"046301";"m. Toruń";"członek partii politycznej: Nowa Nadzieja";"";26088;"46,76";"4,79";"Nie"
2;2;3;"Paweł RUDNICKI";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"inżynier budownictwa";"Włocławek";"046401";"m. Włocławek";"członek partii politycznej: Ruch Narodowy";"";2811;"5,04";"0,52";"Nie"
2;2;4;"Mirosław Bolesław PAWŁOWSKI";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"inżynier elektronik";"Włocławek";"046401";"m. Włocławek";"członek partii politycznej: Polska Jest Jedna";"";1399;"2,51";"0,26";"Nie"
2;2;5;"Beata ORZELSKA";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Kobieta";"ekonomista";"Włocławek";"046401";"m. Włocławek";"członek partii politycznej: Polska Jest Jedna";"";1415;"2,54";"0,26";"Nie"
2;2;6;"Izabela Alicja KAFKA";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Kobieta";"przedsiębiorca";"Dobrcz";"040303";"gm. Dobrcz";"nie należy do partii politycznej";"";1172;"2,10";"0,22";"Nie"
2;2;7;"Tomasz SIKOROWSKI";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"rolnik";"Bytoń";"041102";"gm. Bytoń";"członek partii politycznej: Konfederacja Nowa Nadzieja";"";1110;"1,99";"0,20";"Nie"
2;2;8;"Anna Maria BINKOWSKA";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Kobieta";"organizator usług gastronomicznych";"Inowrocław";"040701";"m. Inowrocław";"członek partii politycznej: Ruch Narodowy";"";915;"1,64";"0,17";"Nie"
2;2;9;"Julia KŁOSOWSKA";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Kobieta";"student";"Toruń";"046301";"m. Toruń";"nie należy do partii politycznej";"";1078;"1,93";"0,20";"Nie"
2;2;10;"Marcin Tomasz ŁASIŃSKI";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"kontroler finansowy";"Grudziądz";"046201";"m. Grudziądz";"członek partii politycznej: Nowa Nadzieja";"";1981;"3,55";"0,36";"Nie"
2;3;1;"Sławomir WOŹNIAK";"KOMITET WYBORCZY WYBORCÓW BEZPARTYJNI SAMORZĄDOWCY-NORMALNA POLSKA W NORMALNEJ EUROPIE";"Mężczyzna";"inżynier budownictwa - budownictwo ogólne";"Jaksice";"040704";"gm. Inowrocław";"nie należy do partii politycznej";"";1669;"35,16";"0,31";"Nie"
2;3;2;"Mariola ZARĘBA";"KOMITET WYBORCZY WYBORCÓW BEZPARTYJNI SAMORZĄDOWCY-NORMALNA POLSKA W NORMALNEJ EUROPIE";"Kobieta";"tłumacz";"Raczki";"201205";"gm. Raczki";"nie należy do partii politycznej";"";808;"17,02";"0,15";"Nie"
2;3;3;"Mateusz Adam LISZEWSKI";"KOMITET WYBORCZY WYBORCÓW BEZPARTYJNI SAMORZĄDOWCY-NORMALNA POLSKA W NORMALNEJ EUROPIE";"Mężczyzna";"instrumentalista";"Toruń";"046301";"m. Toruń";"nie należy do partii politycznej";"";264;"5,56";"0,05";"Nie"
2;3;4;"Aleksandra Joanna KUSZYŃSKA";"KOMITET WYBORCZY WYBORCÓW BEZPARTYJNI SAMORZĄDOWCY-NORMALNA POLSKA W NORMALNEJ EUROPIE";"Kobieta";"kucharz";"Siarzewo";"040107";"gm. Raciążek";"nie należy do partii politycznej";"";437;"9,21";"0,08";"Nie"
2;3;5;"Rafał URBAŃSKI";"KOMITET WYBORCZY WYBORCÓW BEZPARTYJNI SAMORZĄDOWCY-NORMALNA POLSKA W NORMALNEJ EUROPIE";"Mężczyzna";"inżynier budownictwa";"Krotoszyn";"041104";"gm. Osięciny";"nie należy do partii politycznej";"";311;"6,55";"0,06";"Nie"
2;3;6;"Anna TUNKIEWICZ";"KOMITET WYBORCZY WYBORCÓW BEZPARTYJNI SAMORZĄDOWCY-NORMALNA POLSKA W NORMALNEJ EUROPIE";"Kobieta";"nauczyciel wychowania fizycznego";"Giżycko";"280601";"m. Giżycko";"nie należy do partii politycznej";"";231;"4,87";"0,04";"Nie"
2;3;7;"Joanna MURAWSKA";"KOMITET WYBORCZY WYBORCÓW BEZPARTYJNI SAMORZĄDOWCY-NORMALNA POLSKA W NORMALNEJ EUROPIE";"Kobieta";"technik ekonomista";"Giżycko";"280601";"m. Giżycko";"nie należy do partii politycznej";"";395;"8,32";"0,07";"Nie"
2;3;8;"Marianna SULEJ";"KOMITET WYBORCZY WYBORCÓW BEZPARTYJNI SAMORZĄDOWCY-NORMALNA POLSKA W NORMALNEJ EUROPIE";"Kobieta";"meliorant";"Giżycko";"280601";"m. Giżycko";"nie należy do partii politycznej";"";144;"3,03";"0,03";"Nie"
2;3;9;"Piotr GRAJKOWSKI";"KOMITET WYBORCZY WYBORCÓW BEZPARTYJNI SAMORZĄDOWCY-NORMALNA POLSKA W NORMALNEJ EUROPIE";"Mężczyzna";"inżynier elektronik";"Kobyłka";"143401";"m. Kobyłka";"nie należy do partii politycznej";"";189;"3,98";"0,03";"Nie"
2;3;10;"Adam WOCH";"KOMITET WYBORCZY WYBORCÓW BEZPARTYJNI SAMORZĄDOWCY-NORMALNA POLSKA W NORMALNEJ EUROPIE";"Mężczyzna";"ekonomista";"Skierniewice";"106301";"m. Skierniewice";"nie należy do partii politycznej";"";299;"6,30";"0,05";"Nie"
2;4;1;"Krzysztof CZEREPIUK";"KOMITET WYBORCZY POLEXIT";"Mężczyzna";"geolog";"Głogowo";"041507";"gm. Obrowo";"członek partii politycznej: Kongres Nowej Prawicy";"";596;"40,27";"0,11";"Nie"
2;4;2;"Paweł Cyprian SIKORSKI";"KOMITET WYBORCZY POLEXIT";"Mężczyzna";"rolnik";"Dubielno";"040405";"gm. Papowo Biskupie";"nie należy do partii politycznej";"";167;"11,28";"0,03";"Nie"
2;4;3;"Rafał Jarosław KORZENIEC";"KOMITET WYBORCZY POLEXIT";"Mężczyzna";"tester oprogramowania komputerowego";"Toruń";"046301";"m. Toruń";"członek partii politycznej: Kongres Nowej Prawicy";"";71;"4,80";"0,01";"Nie"
2;4;4;"Ewelina WILK";"KOMITET WYBORCZY POLEXIT";"Kobieta";"technik administracji";"Rogowo";"041504";"gm. Lubicz";"nie należy do partii politycznej";"";222;"15,00";"0,04";"Nie"
2;4;5;"Marta Ewa LEBOCH";"KOMITET WYBORCZY POLEXIT";"Kobieta";"analityk finansowy";"Siemianowice Śląskie";"247401";"m. Siemianowice Śląskie";"członek partii politycznej: PolExit";"";61;"4,12";"0,01";"Nie"
2;4;6;"Ewelina WILCZOK";"KOMITET WYBORCZY POLEXIT";"Kobieta";"architekt wnętrz";"Gliwice";"246601";"m. Gliwice";"nie należy do partii politycznej";"";62;"4,19";"0,01";"Nie"
2;4;7;"Rafał Jerzy NADOLSKI";"KOMITET WYBORCZY POLEXIT";"Mężczyzna";"politolog";"Grudziądz";"046201";"m. Grudziądz";"nie należy do partii politycznej";"";87;"5,88";"0,02";"Nie"
2;4;8;"Katarzyna Maria SIUDA";"KOMITET WYBORCZY POLEXIT";"Kobieta";"specjalista bankowości";"Chorzów";"246301";"m. Chorzów";"nie należy do partii politycznej";"";68;"4,59";"0,01";"Nie"
2;4;9;"Barbara Katarzyna MEISNEROWICZ";"KOMITET WYBORCZY POLEXIT";"Kobieta";"trener sportu";"Chorzów";"246301";"m. Chorzów";"nie należy do partii politycznej";"";39;"2,64";"0,01";"Nie"
2;4;10;"Piotr Jerzy JAROSIŃSKI";"KOMITET WYBORCZY POLEXIT";"Mężczyzna";"inżynier rolnictwa";"Toruń";"046301";"m. Toruń";"członek partii politycznej: Kongres Nowej Prawicy";"";107;"7,23";"0,02";"Nie"
2;5;1;"Krzysztof BREJZA";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA";"Mężczyzna";"poseł do Parlamentu Europejskiego";"Inowrocław";"040701";"m. Inowrocław";"członek partii politycznej: Platforma Obywatelska RP";"";205200;"84,89";"37,67";"Tak"
2;5;2;"Jacek GAJEWSKI";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA";"Mężczyzna";"przedsiębiorca";"Toruń";"046301";"m. Toruń";"członek partii politycznej: Platforma Obywatelska RP";"";12350;"5,11";"2,27";"Nie"
2;5;3;"Iwona Maria KOZŁOWSKA";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA";"Kobieta";"poseł na Sejm RP";"Zabartowo";"041304";"gm. Więcbork";"członek partii politycznej: Platforma Obywatelska RP";"";7939;"3,28";"1,46";"Nie"
2;5;4;"Włodzisław Sławomir GIZIŃSKI";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA";"Mężczyzna";"lekarz psychiatra";"Bydgoszcz";"046101";"m. Bydgoszcz";"członek partii politycznej: Platforma Obywatelska RP";"";5964;"2,47";"1,09";"Nie"
2;5;5;"Katarzyna Kamila ZARĘBSKA";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA";"Kobieta";"pracownik samorządowy";"Włocławek";"046401";"m. Włocławek";"członek partii politycznej: Platforma Obywatelska RP";"";2962;"1,23";"0,54";"Nie"
2;5;6;"Edyta Renata OGONOWSKA";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA";"Kobieta";"nauczyciel";"Grudziądz";"046201";"m. Grudziądz";"nie należy do partii politycznej";"";1820;"0,75";"0,33";"Nie"
2;5;7;"Krzysztof HEKERT";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA";"Mężczyzna";"ekonomista";"Brodnica";"040201";"m. Brodnica";"członek partii politycznej: Platforma Obywatelska RP";"";872;"0,36";"0,16";"Nie"
2;5;8;"Jarosław Paweł KATULSKI";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA";"Mężczyzna";"lekarz";"Tuchola";"041606";"gm. Tuchola";"nie należy do partii politycznej";"";1373;"0,57";"0,25";"Nie"
2;5;9;"Juliusz Jakub MŁODECKI";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA";"Mężczyzna";"rolnik";"Radzicz";"041004";"gm. Sadki";"członek partii politycznej: Platforma Obywatelska RP";"";589;"0,24";"0,11";"Nie"
2;5;10;"Ewa Monika MADEJ";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA";"Kobieta";"księgowa";"Czernikowo";"041503";"gm. Czernikowo";"nie należy do partii politycznej";"";2668;"1,10";"0,49";"Nie"
2;6;1;"Piotr KOWAL";"KOALICYJNY KOMITET WYBORCZY LEWICA";"Mężczyzna";"specjalista do spraw zarządzania";"Włocławek";"046401";"m. Włocławek";"członek partii politycznej: Nowa Lewica";"";12784;"49,82";"2,35";"Nie"
2;6;2;"Anna Zofia MACKIEWICZ";"KOALICYJNY KOMITET WYBORCZY LEWICA";"Kobieta";"nauczycielka matematyki";"Bydgoszcz";"046101";"m. Bydgoszcz";"członek partii politycznej: Nowa Lewica";"";5209;"20,30";"0,96";"Nie"
2;6;3;"Mateusz ORZECHOWSKI";"KOALICYJNY KOMITET WYBORCZY LEWICA";"Mężczyzna";"pracownik biurowy";"Grudziądz";"046201";"m. Grudziądz";"członek partii politycznej: Nowa Lewica";"";2064;"8,04";"0,38";"Nie"
2;6;4;"Tatiana URBAN";"KOALICYJNY KOMITET WYBORCZY LEWICA";"Kobieta";"specjalista administracji publicznej";"Mogilno";"040903";"gm. Mogilno";"członek partii politycznej: Nowa Lewica";"";1070;"4,17";"0,20";"Nie"
2;6;5;"Włodzimierz Michał FIGAS";"KOALICYJNY KOMITET WYBORCZY LEWICA";"Mężczyzna";"inżynier technologii żywności";"Inowrocław";"040701";"m. Inowrocław";"członek partii politycznej: Nowa Lewica";"";747;"2,91";"0,14";"Nie"
2;6;6;"Alicja Teresa WOJTYNA-JODKO";"KOALICYJNY KOMITET WYBORCZY LEWICA";"Kobieta";"emerytka";"Bydgoszcz";"046101";"m. Bydgoszcz";"członek partii politycznej: Lewica Razem";"";1460;"5,69";"0,27";"Nie"
2;6;7;"Waldemar LIPIŃSKI";"KOALICYJNY KOMITET WYBORCZY LEWICA";"Mężczyzna";"ekonomista";"Bydgoszcz";"046101";"m. Bydgoszcz";"członek partii politycznej: Nowa Lewica";"";330;"1,29";"0,06";"Nie"
2;6;8;"Natalia Katarzyna PIETRZAK";"KOALICYJNY KOMITET WYBORCZY LEWICA";"Kobieta";"specjalista zarządzania kryzysowego";"Ładne";"041813";"gm. Włocławek";"członek partii politycznej: Nowa Lewica";"";838;"3,27";"0,15";"Nie"
2;6;9;"Anna BEDNARCZYK";"KOALICYJNY KOMITET WYBORCZY LEWICA";"Kobieta";"rencistka";"Tleń";"041407";"gm. Osie";"nie należy do partii politycznej";"";514;"2,00";"0,09";"Nie"
2;6;10;"Marek Roman JOPP";"KOALICYJNY KOMITET WYBORCZY LEWICA";"Mężczyzna";"specjalista do spraw marketingu";"Chełmża";"041501";"m. Chełmża";"członek partii politycznej: Nowa Lewica";"";644;"2,51";"0,12";"Nie"
2;7;1;"Kosma Tadeusz ZŁOTOWSKI";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"poseł do Parlamentu Europejskiego";"Bydgoszcz";"046101";"m. Bydgoszcz";"członek partii politycznej: Prawo i Sprawiedliwość";"";61463;"36,05";"11,28";"Tak"
2;7;2;"Krzysztof Łukasz SZCZUCKI";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"nauczyciel akademicki";"Ząbki";"143403";"m. Ząbki";"członek partii politycznej: Prawo i Sprawiedliwość";"";45042;"26,42";"8,27";"Nie"
2;7;3;"Joanna Beata BOROWIAK";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Kobieta";"poseł na Sejm RP";"Włocławek";"046401";"m. Włocławek";"członek partii politycznej: Prawo i Sprawiedliwość";"";18236;"10,70";"3,35";"Nie"
2;7;4;"Anna Urszula GEMBICKA";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Kobieta";"poseł na Sejm RP";"Włocławek";"046401";"m. Włocławek";"członek partii politycznej: Prawo i Sprawiedliwość";"";12504;"7,33";"2,30";"Nie"
2;7;5;"Paweł SZROT";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"poseł na Sejm RP";"Warszawa";"146514";"Wawer";"członek partii politycznej: Prawo i Sprawiedliwość";"";3083;"1,81";"0,57";"Nie"
2;7;6;"Ewa Elżbieta KOZANECKA";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Kobieta";"ekonomista";"Bydgoszcz";"046101";"m. Bydgoszcz";"członek partii politycznej: Prawo i Sprawiedliwość";"";8302;"4,87";"1,52";"Nie"
2;7;7;"Józef Jan RAMLAU";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"emeryt";"Dobrzejewice";"041507";"gm. Obrowo";"członek partii politycznej: Prawo i Sprawiedliwość";"";3513;"2,06";"0,64";"Nie"
2;7;8;"Krzysztof Roman KOSIŃSKI";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"instruktor higieny";"Grudziądz";"046201";"m. Grudziądz";"członek partii politycznej: Prawo i Sprawiedliwość";"";2528;"1,48";"0,46";"Nie"
2;7;9;"Małgorzata ORŁOWSKA";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Kobieta";"księgowa";"Brzozie";"040204";"gm. Brzozie";"członek partii politycznej: Prawo i Sprawiedliwość";"";2225;"1,31";"0,41";"Nie"
2;7;10;"Łukasz Paweł SCHREIBER";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"poseł na Sejm RP";"Bydgoszcz";"046101";"m. Bydgoszcz";"członek partii politycznej: Prawo i Sprawiedliwość";"";13578;"7,96";"2,49";"Nie"
2;9;1;"Adam Piotr NAWARA";"KOMITET WYBORCZY POLSKA LIBERALNA STRAJK PRZEDSIĘBIORCÓW";"Mężczyzna";"przedsiębiorca";"Gdańsk";"226101";"m. Gdańsk";"członek partii politycznej: PL!SP";"";373;"28,50";"0,07";"Nie"
2;9;2;"Katarzyna Beata KALISZEWSKA";"KOMITET WYBORCZY POLSKA LIBERALNA STRAJK PRZEDSIĘBIORCÓW";"Kobieta";"przedsiębiorca";"Grudziądz";"046201";"m. Grudziądz";"nie należy do partii politycznej";"";240;"18,33";"0,04";"Nie"
2;9;3;"Łukasz LEWANDOWSKI";"KOMITET WYBORCZY POLSKA LIBERALNA STRAJK PRZEDSIĘBIORCÓW";"Mężczyzna";"przedsiębiorca";"Wudzynek";"040303";"gm. Dobrcz";"nie należy do partii politycznej";"";239;"18,26";"0,04";"Nie"
2;9;4;"Dominika Justyna SIKORSKA";"KOMITET WYBORCZY POLSKA LIBERALNA STRAJK PRZEDSIĘBIORCÓW";"Kobieta";"przedsiębiorca";"Toruń";"046301";"m. Toruń";"nie należy do partii politycznej";"";135;"10,31";"0,02";"Nie"
2;9;5;"Zbigniew SEKLECKI";"KOMITET WYBORCZY POLSKA LIBERALNA STRAJK PRZEDSIĘBIORCÓW";"Mężczyzna";"przedsiębiorca";"Zławieś Wielka";"041509";"gm. Zławieś Wielka";"nie należy do partii politycznej";"";70;"5,35";"0,01";"Nie"
2;9;6;"Wiesław Tadeusz MENARD";"KOMITET WYBORCZY POLSKA LIBERALNA STRAJK PRZEDSIĘBIORCÓW";"Mężczyzna";"przedsiębiorca";"Wielki Komorsk";"041411";"gm. Warlubie";"nie należy do partii politycznej";"";101;"7,72";"0,02";"Nie"
2;9;7;"Natalia Weronika FRANKOWSKA";"KOMITET WYBORCZY POLSKA LIBERALNA STRAJK PRZEDSIĘBIORCÓW";"Kobieta";"przedsiębiorca";"Gutów";"301704";"gm. Ostrów Wielkopolski";"nie należy do partii politycznej";"";151;"11,54";"0,03";"Nie"
3;1;1;"Paweł Ksawery ZALEWSKI";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"parlamentarzysta";"Warszawa";"146505";"Mokotów";"członek partii politycznej: Polska 2050 Szymona Hołowni";"";18256;"33,75";"2,66";"Nie"
3;1;2;"Stefan KRAJEWSKI";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"parlamentarzysta";"Wola Zambrowska";"201405";"gm. Zambrów";"członek partii politycznej: Polskie Stronnictwo Ludowe";"";18128;"33,52";"2,64";"Nie"
3;1;3;"Barbara OKUŁA";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"poseł na Sejm RP";"Wasilków";"200213";"gm. Wasilków";"członek partii politycznej: Polska 2050 Szymona Hołowni";"";5785;"10,70";"0,84";"Nie"
3;1;4;"Maria Jolanta NIKLIŃSKA";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"aktorka";"Warszawa";"146510";"Śródmieście";"nie należy do partii politycznej";"";3282;"6,07";"0,48";"Nie"
